"year","mm","dd","stime","period","sampid","transamp","transect","site","boat","latitude","longitude","region","label","inbplot","plot.num","new.numb","sample","cluster","depth","hab.type","sub.major","sub.minor1","sub.minor2","ab.total","i.total","sl.larv.n","sl.larv.adj","comment"
1993,,,,0,32,,"17","133",1,46.45146139,-84.26876755,2,"",1,"4",4001,2,,4,1,5,6,7,0,0,1,1.766132613,""
1993,,,,0,33,,"17","134",1,46.45130106,-84.26954918,2,"",1,"4",4001,2,,4,1,5,6,7,0,0,0,0,""
1993,,,,0,34,,"17","135",1,46.45052299,-84.27016676,2,"",1,"4",4001,2,,4,1,5,7,9,0,0,0,0,""
1993,,,,0,35,,"17","136",1,46.45067835,-84.27101541,2,"",1,"4",4001,2,,6,1,7,5,8,0,0,1,1.394356483,""
1993,,,,0,36,,"17","137",1,46.45061525,-84.27133173,2,"",1,"4",4001,2,,10,1,5,7,6,0,0,0,0,""
1993,,,,0,37,,"17","138",1,46.449513,-84.27456005,2,"",0,,,2,,5,1,7,6,5,0,0,0,0,""
1993,,,,0,38,,"17","139",1,46.44926356,-84.27520753,2,"",0,,,2,,4,1,7,5,6,0,0,0,0,""
1993,,,,0,39,,"17","140",1,46.44900057,-84.27593225,2,"",0,,,2,,4,2,5,9,9,0,0,0,0,""
1993,,,,0,40,,"28","141",1,46.44417193,-84.26968757,6,"",0,,,2,,4,1,5,7,6,0,0,0,0,""
1993,,,,0,41,,"28","142",1,46.44425719,-84.26919897,6,"",0,,,2,,11,2,7,5,9,0,0,0,0,""
1993,,,,0,42,,"28","143",1,46.44463331,-84.26795642,2,"",0,,,2,,32,3,7,9,9,0,0,0,0,""
1993,,,,0,43,,"28","144",1,46.44535137,-84.26569614,2,"",1,"4",4002,2,,15,1,7,5,8,0,0,4,10.10837858,""
1993,,,,0,44,,"28","145",1,46.44571998,-84.26510753,2,"",1,"4",4002,2,,4,1,5,7,8,0,0,1,1.839624929,""
1993,,,,0,45,,"28","146",1,46.44601832,-84.26430252,2,"",1,"4",4002,2,,4,2,5,9,9,0,0,0,0,""
1993,,,,0,46,,"28","147",1,46.44625611,-84.26336642,2,"",1,"4",4002,2,,8,1,7,5,6,0,0,0,0,""
1993,,,,0,47,,"28","148",1,46.44649497,-84.26270513,2,"",1,"14",14,2,,7,1,7,6,9,0,0,0,0,""
1993,,,,0,48,,"28","149",1,46.44678918,-84.26194587,2,"",1,"14",14,2,,8,1,7,6,9,1,0,0,0,""
1993,,,,0,49,,"28","150",1,46.44699946,-84.26121087,2,"",0,,,2,,8,1,7,6,8,0,0,0,0,""
1993,,,,0,50,,"28","151",1,46.44725832,-84.26044946,2,"",0,,,2,,8,1,7,5,9,0,0,0,0,""
1993,,,,0,51,,"28","152",1,46.44751166,-84.2597395,2,"",0,,,2,,8,1,7,8,6,0,0,0,0,""
1993,,,,0,52,,"28","153",1,46.44774668,-84.25888084,2,"",0,,,2,,8,2,5,7,8,0,0,0,0,""
1993,,,,0,53,,"28","154",1,46.44804886,-84.25818482,2,"",0,,,2,,8,1,5,4,8,0,0,0,0,""
1993,,,,0,54,,"28","155",1,46.44830111,-84.25752033,2,"",0,,,2,,8,1,7,5,8,0,0,0,0,""
1993,,,,0,55,,"28","156",1,46.44856138,-84.25666455,2,"",0,,,2,,8,1,7,5,8,0,0,0,0,""
1993,,,,0,56,,"28","157",1,46.44881113,-84.25584705,2,"",0,,,2,,7,1,5,4,9,0,0,0,0,""
1993,,,,0,57,,"28","158",1,46.44905549,-84.25511288,2,"",0,,,2,,8,1,7,5,9,0,0,0,0,""
1993,,,,0,58,,"28","159",1,46.44928411,-84.25433419,2,"",0,,,2,,7,1,5,7,8,0,0,0,0,""
1993,,,,0,59,,"28","160",1,46.44957446,-84.25364145,2,"",0,,,2,,9,1,7,5,8,0,0,0,0,""
1993,,,,0,60,,"28","161",1,46.44981273,-84.25281929,2,"",0,,,2,,10,2,7,9,9,0,0,0,0,""
1993,,,,0,61,,"28","162",1,46.45007749,-84.25210308,2,"",0,,,2,,9,2,5,7,4,0,0,0,0,""
1993,,,,0,62,,"28","163",1,46.45029272,-84.25125121,2,"",0,,,2,,13,1,7,6,9,0,0,0,0,""
1993,,,,0,63,,"28","164",1,46.45060113,-84.25052068,2,"",0,,,2,,8,1,7,5,8,0,0,0,0,""
1993,,,,0,64,,"28","165",1,46.45084077,-84.24973761,2,"",0,,,2,,12,2,7,5,9,0,0,0,0,""
1993,,,,0,65,,"28","166",1,46.45115623,-84.24898978,2,"",0,,,2,,13,2,7,5,9,0,0,0,0,""
1993,,,,0,66,,"28","167",1,46.45140027,-84.24824034,2,"",0,,,2,,9,1,7,8,9,0,0,0,0,""
1993,,,,0,67,,"28","168",1,46.45163469,-84.24764086,2,"",0,,,2,,11,1,7,5,8,0,0,0,0,""
1993,,,,0,68,,"28","169",1,46.4518761,-84.24673397,2,"",0,,,2,,9,1,7,6,8,0,0,0,0,""
1993,,,,0,69,,"28","170",1,46.45216112,-84.24597501,2,"",0,,,2,,6,1,7,5,6,0,0,0,0,""
1993,,,,0,70,,"28","171",1,46.45232829,-84.24527447,2,"",0,,,2,,3,2,5,2,8,0,0,0,0,""
1993,,,,0,71,,"31","172",1,46.45067079,-84.24468724,2,"",0,,,2,,4,1,5,7,9,0,0,0,0,""
1993,,,,0,72,,"35","173",1,46.44782662,-84.24554846,2,"",0,,,2,,4,2,5,9,9,0,0,0,0,""
1993,,,,0,73,,"35","174",1,46.4475966,-84.24633336,2,"",0,,,2,,11,1,7,6,9,0,0,0,0,""
1993,,,,0,74,,"35","175",1,46.44730168,-84.24719731,2,"",0,,,2,,15,1,7,6,9,0,0,0,0,""
1993,,,,0,75,,"35","176",1,46.44707882,-84.24798144,2,"",0,,,2,,10,1,7,5,9,0,0,0,0,""
1993,,,,0,76,,"35","177",1,46.44682133,-84.24845612,2,"",0,,,2,,8,1,7,5,9,0,0,0,0,""
1993,,,,0,77,,"35","178",1,46.44654722,-84.24922759,2,"",0,,,2,,10,1,7,5,9,0,0,0,0,""
1993,,,,0,78,,"35","179",1,46.44630215,-84.2499834,2,"",0,,,2,,10,1,7,5,4,0,0,0,0,""
1993,,,,0,79,,"35","180",1,46.44609277,-84.2508495,2,"",0,,,2,,8,1,7,6,9,0,0,0,0,""
1993,,,,0,80,,"35","181",1,46.44583382,-84.25159753,2,"",0,,,2,,10,2,7,9,9,0,0,0,0,""
1993,,,,0,81,,"35","182",1,46.44558911,-84.25233872,2,"",0,,,2,,8,2,4,3,5,0,0,0,0,""
1993,,,,0,82,,"35","183",1,46.44533772,-84.25310562,2,"",0,,,2,,9,1,7,5,8,0,0,0,0,""
1993,,,,0,83,,"35","184",1,46.44504328,-84.25379278,2,"",0,,,2,,9,1,7,5,6,0,0,0,0,""
1993,,,,0,84,,"35","185",1,46.44474383,-84.25449985,2,"",0,,,2,,11,1,7,6,8,0,0,0,0,""
1993,,,,0,85,,"35","194",1,46.44244249,-84.26146974,6,"",1,"4",4003,2,,10,1,7,8,5,0,0,0,0,""
1993,,,,0,86,,"35","195",1,46.44218945,-84.2622753,6,"",1,"4",4003,2,,9,2,5,9,9,0,0,0,0,""
1993,,,,0,87,,"35","196",1,46.44199947,-84.26260263,6,"",1,"4",4003,2,,12,1,5,7,9,0,0,0,0,""
1993,,,,0,88,,"35","197",1,46.44142445,-84.26436196,6,"",0,,,2,,35,3,7,9,9,0,0,0,0,""
1993,,,,0,89,,"35","198",1,46.44086138,-84.26609474,6,"",0,,,2,,9,1,5,7,9,0,0,1,1.286189815,""
1993,,,,0,90,,"35","199",1,46.44061719,-84.26684696,6,"",0,,,2,,10,1,7,6,9,0,0,0,0,""
1993,,,,0,91,,"35","200",1,46.44038223,-84.2676612,6,"",0,,,2,,5,1,7,6,9,0,0,0,0,""
1993,,,,0,92,,"36","201",1,46.43993108,-84.26708647,6,"",0,,,2,,4,1,7,5,6,0,0,0,0,""
1993,,,,0,93,,"36","202",1,46.44017748,-84.26632152,6,"",0,,,2,,10,1,7,5,6,0,0,0,0,""
1993,,,,0,94,,"36","203",1,46.44043027,-84.26553789,6,"",0,,,2,,10,1,5,6,9,0,0,0,0,""
1993,,,,0,95,,"36","204",1,46.44160994,-84.26200179,6,"",0,,,2,,9,1,7,5,6,0,0,0,0,""
1993,,,,0,96,,"36","205",1,46.44184051,-84.26123837,6,"",0,,,2,,14,1,7,6,9,0,0,0,0,""
1993,,,,0,97,,"36","206",1,46.44209717,-84.26051673,6,"",0,,,2,,9,1,7,5,6,0,0,0,0,""
1993,,,,0,98,,"36","207",1,46.44241551,-84.25961179,6,"",0,,,2,,10,1,7,8,6,0,0,0,0,""
1993,,,,0,99,,"36","208",1,46.44265414,-84.25888179,6,"",0,,,2,,12,1,7,6,8,0,0,0,0,""
1993,,,,0,100,,"36","209",1,46.44292938,-84.25816558,6,"",0,,,2,,5,2,5,9,9,0,0,0,0,""
1993,,,,0,101,,"36","210",1,46.44316022,-84.25744143,6,"",0,,,2,,6,2,5,9,9,0,0,0,0,""
1993,,,,0,102,,"36","211",1,46.44343891,-84.25675289,6,"",0,,,2,,9,1,7,6,9,0,0,0,0,""
1993,,,,0,103,,"36","212",1,46.44365974,-84.25581427,6,"",0,,,2,,9,1,7,5,9,0,0,0,0,""
1993,,,,0,104,,"36","213",1,46.44395639,-84.25514759,6,"",0,,,2,,9,1,7,6,9,0,0,0,0,""
1993,,,,0,105,,"36","214",1,46.44422382,-84.25456453,6,"",0,,,2,,11,1,7,6,4,0,0,0,0,""
1993,,,,0,106,,"36","215",1,46.44445745,-84.25372472,2,"",0,,,2,,9,2,7,5,9,0,0,0,0,""
1993,,,,0,107,,"36","216",1,46.44472021,-84.25279061,2,"",0,,,2,,8,1,7,5,8,0,0,0,0,""
1993,,,,0,108,,"36","217",1,46.44492918,-84.25189539,2,"",0,,,2,,8,1,7,5,9,0,0,0,0,""
1993,,,,0,109,,"36","218",1,46.44526106,-84.25137312,2,"",0,,,2,,8,2,7,5,4,0,0,0,0,""
1993,,,,0,110,,"36","219",1,46.44549551,-84.25060615,2,"",0,,,2,,8,1,7,6,8,0,0,0,0,""
1993,,,,0,111,,"36","220",1,46.44574251,-84.24973594,2,"",0,,,2,,7,2,7,5,9,0,0,0,0,""
1993,,,,0,112,,"36","221",1,46.44597522,-84.24910251,2,"",0,,,2,,9,2,5,6,4,0,0,0,0,""
1993,,,,0,113,,"36","222",1,46.44625165,-84.24845723,2,"",0,,,2,,9,2,7,5,4,0,0,0,0,""
1993,,,,0,114,,"36","223",1,46.44650942,-84.24759062,2,"",0,,,2,,9,2,7,6,9,0,0,0,0,""
1993,,,,0,115,,"36","224",1,46.44676335,-84.24679621,2,"",0,,,2,,13,1,7,6,9,0,0,0,0,""
1993,,,,0,116,,"36","225",1,46.4469569,-84.24607344,2,"",0,,,2,,11,1,7,5,8,0,0,0,0,""
1993,,,,0,117,,"36","226",1,46.44725249,-84.24527899,2,"",0,,,2,,4,2,5,9,9,0,0,0,0,""
1993,,,,0,118,,"38","227",1,46.44603688,-84.24538146,2,"",0,,,2,,4,2,5,9,9,0,0,0,0,""
1993,,,,0,119,,"38","228",1,46.44573249,-84.24603116,2,"",0,,,2,,11,1,7,5,9,0,0,0,0,""
1993,,,,0,120,,"38","229",1,46.44538079,-84.24685784,2,"",0,,,2,,17,1,7,5,6,0,0,0,0,""
1993,,,,0,121,,"38","230",1,46.44516109,-84.24762707,2,"",0,,,2,,9,3,7,5,4,0,0,0,0,""
1993,,,,0,122,,"38","231",1,46.44496166,-84.24835258,2,"",0,,,2,,9,3,7,6,9,0,0,0,0,""
1993,,,,0,123,,"38","232",1,46.44469993,-84.24911141,2,"",0,,,2,,7,2,7,5,4,0,0,0,0,""
1993,,,,0,124,,"38","233",1,46.44447919,-84.24986428,2,"",0,,,2,,8,2,5,6,3,0,0,0,0,""
1993,,,,0,125,,"42","235",1,46.50163829,-84.25886612,2,"",0,,,2,,4,1,6,5,9,0,0,0,0,""
1993,,,,0,126,,"42","236",1,46.50139691,-84.25811567,2,"",0,,,2,,14,1,5,6,8,0,0,0,0,""
1993,,,,0,127,,"42","237",1,46.50102939,-84.25739725,2,"",1,"36",362,2,,21,3,7,9,9,0,0,0,0,""
1993,,,,0,128,,"42","238",1,46.50071084,-84.25663089,2,"",1,"36",362,2,,20,2,3,4,9,0,0,0,0,""
1993,,,,0,129,,"42","239",1,46.49987696,-84.25457596,2,"",0,,,2,,8,1,6,8,5,0,0,0,0,""
1993,,,,0,130,,"42","240",1,46.49951361,-84.25385568,2,"",0,,,2,,10,1,6,8,5,0,0,0,0,""
1993,,,,0,131,,"42","241",1,46.49926639,-84.25302868,2,"",0,,,2,,10,1,6,8,7,0,0,0,0,""
1993,,,,0,132,,"42","242",1,46.49894502,-84.25236312,2,"",0,,,2,,13,2,5,6,9,0,0,0,0,""
1993,,,,0,133,,"43","243",1,46.49919722,-84.25117731,2,"",0,,,2,,4,1,7,5,8,0,0,0,0,""
1993,,,,0,134,,"43","244",1,46.49945778,-84.25192621,2,"",0,,,2,,21,1,6,7,9,0,0,0,0,""
1993,,,,0,135,,"43","245",1,46.49977998,-84.25265611,2,"",0,,,2,,14,1,6,8,7,0,0,1,1.568871901,""
1993,,,,0,136,,"43","246",1,46.50010721,-84.25337834,2,"",0,,,2,,8,1,7,6,9,0,0,0,0,""
1993,,,,0,137,,"43","247",1,46.50039966,-84.25406531,2,"",1,"36",362,2,,8,1,7,6,9,0,0,0,0,""
1993,,,,0,138,,"43","248",1,46.50071292,-84.25468608,2,"",1,"36",362,2,,20,1,7,6,8,0,0,2,3.586748614,""
1993,,,,0,139,,"43","249",1,46.50103499,-84.25551234,2,"",1,"36",362,2,,24,2,5,6,9,0,0,0,0,""
1993,,,,0,140,,"43","250",1,46.50141604,-84.25670031,2,"",1,"36",362,2,,22,2,7,5,9,0,0,0,0,""
1993,,,,0,141,,"43","251",1,46.50175549,-84.25730258,2,"",1,"36",362,2,,16,1,7,6,9,0,0,0,0,""
1993,,,,0,142,,"43","252",1,46.50210884,-84.2581806,2,"",0,,,2,,4,1,7,6,9,0,0,0,0,""
1993,,,,0,143,,"44","253",1,46.5025383,-84.25766202,2,"",0,,,2,,4,1,7,6,9,0,0,0,0,""
1993,,,,0,144,,"44","254",1,46.50228556,-84.25683979,2,"",1,"36",362,2,,6,1,6,7,9,0,0,0,0,""
1993,,,,0,145,,"44","255",1,46.50187299,-84.2562734,2,"",1,"36",362,2,,16,2,7,6,9,0,0,2,2.999023535,""
1993,,,,0,146,,"44","256",1,46.50123553,-84.25453111,2,"",1,"36",363,2,,17,3,4,9,9,0,0,0,0,""
1993,,,,0,147,,"44","257",1,46.50098412,-84.25389289,2,"",1,"36",363,2,,22,3,7,9,9,0,0,0,0,""
1993,,,,0,148,,"44","258",1,46.50063304,-84.25308453,2,"",0,,,2,,8,1,6,7,8,0,0,1,1.484615251,""
1993,,,,0,149,,"44","259",1,46.50030052,-84.25231056,2,"",0,,,2,,17,1,6,9,9,0,0,1,3.57873766,""
1993,,,,0,150,,"44","260",1,46.50010913,-84.25163479,2,"",0,,,2,,22,1,6,7,9,0,0,1,1.176930195,""
1993,,,,0,151,,"44","990",1,46.49993027,-84.25165255,2,"",0,,,2,,22,1,7,6,9,0,0,0,0,""
1993,,,,0,152,,"44","261",1,46.49974249,-84.25085005,2,"",0,,,2,,11,1,6,5,7,0,0,0,0,""
1993,,,,0,153,,"44","262",1,46.49959525,-84.25059929,2,"",0,,,2,,4,2,5,8,6,0,0,0,0,""
1993,,,,0,154,,"45","263",1,46.50006749,-84.25006835,2,"",0,,,2,,4,2,5,8,6,0,0,0,0,""
1993,,,,0,155,,"45","264",1,46.50041862,-84.25081816,2,"",0,,,2,,15,2,7,5,6,0,0,0,0,""
1993,,,,0,156,,"45","265",1,46.50076133,-84.25159591,2,"",0,,,2,,18,1,7,6,5,0,0,0,0,""
1993,,,,0,157,,"45","266",1,46.50178111,-84.25409281,2,"",1,"36",363,2,,22,2,4,7,5,0,0,0,0,""
1993,,,,0,158,,"45","267",1,46.50222778,-84.2551117,2,"",1,"36",363,2,,20,3,7,9,9,0,0,0,0,""
1993,,,,0,159,,"45","268",1,46.50253995,-84.25585206,2,"",1,"36",363,2,,10,1,7,6,8,0,0,6,11.20573402,""
1993,,,,0,160,,"45","269",1,46.50279027,-84.25666307,2,"",0,,,2,,4,1,7,6,8,0,0,0,0,""
1993,,,,0,161,,"45","270",1,46.50306857,-84.25739512,2,"",0,,,2,,4,1,7,6,8,0,0,0,0,""
1993,,,,0,162,,"46","271",1,46.50356302,-84.25689567,2,"",0,,,2,,4,1,7,6,9,0,0,0,0,""
1993,,,,0,163,,"46","272",1,46.50326363,-84.25610224,2,"",0,,,2,,4,1,7,6,5,0,0,0,0,""
1993,,,,0,164,,"46","273",1,46.50300077,-84.25548151,2,"",1,"36",363,2,,5,1,7,6,8,0,0,0,0,""
1993,,,,0,165,,"46","274",1,46.50266056,-84.25459318,2,"",1,"36",363,2,,18,3,7,9,9,0,0,0,0,""
1993,,,,0,166,,"46","275",1,46.50236773,-84.25386788,2,"",1,"36",363,2,,17,3,7,9,9,0,0,0,0,""
1993,,,,0,167,,"46","276",1,46.50151555,-84.25176485,2,"",0,,,2,,25,3,7,9,9,0,0,0,0,""
1993,,,,0,168,,"46","277",1,46.50118471,-84.25090816,2,"",0,,,2,,20,1,7,6,9,0,0,0,0,""
1993,,,,0,169,,"46","278",1,46.50085941,-84.25011702,2,"",0,,,2,,15,1,7,6,8,0,0,0,0,""
1993,,,,0,170,,"47","279",1,46.50125557,-84.24971203,2,"",0,,,2,,4,2,5,9,9,0,0,0,0,""
1993,,,,0,171,,"38","280",1,46.44418191,-84.25084428,6,"",0,,,2,,13,2,7,6,8,0,0,0,0,""
1993,,,,0,172,,"38","281",1,46.44395938,-84.25141116,6,"",0,,,2,,11,2,7,5,8,0,0,0,0,""
1993,,,,0,173,,"38","282",1,46.4436586,-84.25222727,6,"",0,,,2,,9,1,5,7,8,0,0,0,0,""
1993,,,,0,174,,"38","283",1,46.44339972,-84.25294479,6,"",0,,,2,,8,2,5,4,9,0,0,0,0,""
1993,,,,0,175,,"38","284",1,46.44313775,-84.25365699,6,"",0,,,2,,8,1,7,5,9,0,0,0,0,""
1993,,,,0,176,,"38","285",1,46.44292359,-84.25454696,6,"",0,,,2,,7,1,5,7,9,0,0,0,0,""
1993,,,,0,177,,"38","286",1,46.44256054,-84.25521059,6,"",0,,,2,,7,1,5,7,8,0,0,0,0,""
1993,,,,0,178,,"38","287",1,46.44260971,-84.25520421,6,"",0,,,2,,7,2,7,6,4,0,0,0,0,""
1993,,,,0,179,,"38","288",1,46.44231465,-84.25593758,6,"",0,,,2,,7,1,5,7,8,0,0,0,0,""
1993,,,,0,180,,"38","289",1,46.44201578,-84.25665056,6,"",0,,,2,,8,2,7,5,4,0,0,0,0,""
1993,,,,0,181,,"47","290",1,46.50188413,-84.25113342,2,"",0,,,2,,21,1,7,6,9,0,0,0,0,""
1993,,,,0,184,,"47","293",1,46.50281299,-84.25335563,2,"",1,"36",363,2,,18,3,7,9,9,0,0,0,0,""
1993,,,,0,185,,"47","294",1,46.50308109,-84.25400307,2,"",1,"36",363,2,,17,3,7,9,9,0,0,0,0,""
1993,,,,0,186,,"47","295",1,46.50340054,-84.25483262,2,"",1,"36",363,2,,6,1,7,6,8,0,0,0,0,""
1993,,,,0,187,,"47","296",1,46.50367549,-84.25540595,2,"",0,,,2,,6,1,7,6,8,0,0,0,0,""
1993,,,,0,188,,"47","297",1,46.504008,-84.25622143,2,"",0,,,2,,4,1,7,6,9,0,0,0,0,""
1993,,,,0,189,,"48","298",1,46.50434194,-84.25561925,2,"",0,,,2,,5,1,7,6,8,0,0,0,0,""
1993,,,,0,190,,"48","299",1,46.50411974,-84.25476537,2,"",1,"36",363,2,,4,2,7,6,8,0,0,0,0,""
1993,,,,0,191,,"48","300",1,46.50382806,-84.25408756,2,"",1,"36",363,2,,6,1,7,6,8,0,0,0,0,""
1993,,,,0,192,,"48","301",1,46.50346528,-84.25333175,2,"",1,"36",363,2,,18,3,7,9,9,0,0,0,0,""
1993,,,,0,193,,"48","302",1,46.50317604,-84.25257641,2,"",1,"36",363,2,,18,3,7,9,9,0,0,0,0,""
1993,,,,0,194,,"48","303",1,46.50283583,-84.25188309,2,"",1,"36",363,2,,26,3,7,9,9,0,0,0,0,""
1993,,,,0,195,,"48","304",1,46.50256639,-84.25110227,2,"",1,"36",363,2,,30,3,7,9,9,0,0,0,0,""
1993,,,,0,196,,"48","305",1,46.50224578,-84.25039754,2,"",0,,,2,,25,2,6,9,9,0,0,0,0,""
1993,,,,0,197,,"48","306",1,46.50194967,-84.24957807,2,"",0,,,2,,16,2,6,9,9,0,0,0,0,""
1993,,,,0,198,,"49","307",1,46.50241967,-84.24898035,2,"",0,,,2,,4,1,5,8,7,0,0,0,0,""
1993,,,,0,199,,"49","308",1,46.50271164,-84.24972092,2,"",0,,,2,,23,1,7,6,9,0,0,0,0,""
1993,,,,0,202,,"49","311",1,46.50388971,-84.25261199,2,"",1,"36",363,2,,18,2,5,7,9,0,0,1,1.359838485,""
1993,,,,0,203,,"49","312",1,46.5041847,-84.25334476,2,"",1,"36",363,2,,8,1,7,5,6,0,0,3,11.44691946,""
1993,,,,0,204,,"49","313",1,46.50448188,-84.25406009,2,"",1,"36",363,2,,5,2,7,8,6,0,0,0,0,""
1993,,,,0,205,,"49","314",1,46.50476723,-84.25480756,2,"",0,,,2,,5,1,7,6,9,0,0,0,0,""
1993,,,,0,206,,"49","315",1,46.50509383,-84.25552677,2,"",0,,,2,,4,1,7,6,9,0,0,0,0,""
1993,,,,0,207,,"50","316",1,46.50345499,-84.24982365,2,"",0,,,2,,11,2,2,6,8,0,0,0,0,""
1993,,,,0,208,,"50","317",1,46.50434668,-84.25193985,2,"",1,"36",363,2,,17,2,5,7,9,0,0,1,1.394356483,""
1993,,,,0,209,,"50","318",1,46.50463578,-84.25271919,2,"",1,"36",363,2,,11,1,7,6,8,0,0,0,0,""
1993,,,,0,210,,"50","319",1,46.50497664,-84.25350309,2,"",1,"36",363,2,,6,2,6,7,8,0,0,0,0,""
1993,,,,0,211,,"50","320",1,46.50519912,-84.25426704,2,"",1,"36",363,2,,5,2,6,7,8,0,0,0,0,""
1993,,,,0,212,,"50","321",1,46.50556465,-84.25498807,2,"",0,,,2,,4,1,6,7,8,0,0,0,0,""
1993,,,,0,213,,"51","322",1,46.50603716,-84.25453112,2,"",0,,,2,,4,1,6,8,7,0,0,0,0,""
1993,,,,0,214,,"51","323",1,46.50572274,-84.25372762,2,"",1,"36",363,2,,5,1,6,7,8,0,0,0,0,""
1993,,,,0,215,,"51","324",1,46.50547966,-84.25305399,2,"",1,"36",363,2,,6,1,7,6,8,0,0,0,0,""
1993,,,,0,216,,"51","325",1,46.50519355,-84.25233119,2,"",1,"36",364,2,,10,1,6,4,8,0,0,0,0,""
1993,,,,0,217,,"51","326",1,46.50486665,-84.25155557,2,"",1,"36",364,2,,15,2,5,7,9,0,0,1,1.412838006,""
1993,,,,0,218,,"51","327",1,46.50398276,-84.2494159,2,"",1,"36",364,2,,24,1,5,7,9,0,0,0,0,""
1993,,,,0,219,,"51","328",1,46.50363217,-84.24859537,2,"",0,,,2,,6,1,7,6,9,0,0,0,0,""
1993,,,,0,220,,"51","329",1,46.50335997,-84.24799196,2,"",0,,,2,,4,2,7,5,8,0,0,0,0,""
1993,,,,0,221,,"101","330",1,46.50120774,-84.25949344,2,"",0,,,2,,4,1,7,5,6,0,0,0,0,""
