"year","period","new.numb","meanlat","meanlong","area.ha","n.samp","catch","meannperha","sd.dens","larvpe","ptran","tranpe","pbig","bigpe"
2024,1,422,46.5315336274588,-84.2258685294177,16.0112456189,17,3,1131.04555899928,2560.95533445876,18109.4482513036,0.000213446343740748,3.86539551640303,0,0
2024,1,6003,46.50912166666,-84.34287233334,4.97444744426,5,1,1088.80479177925,2434.6415286459,5416.20221376431,1.98302748734108e-06,0.0107404778668922,0,0
2024,1,34,46.4961176041625,-84.3229510416625,17.0849264646,16,3,1047.43711227767,3082.5493292543,17895.3860395569,1.44675418891447e-05,0.258902247149706,0,0
2024,1,362,46.5008402380857,-84.2563407142857,8.30113420816,7,1,791.388653031655,2093.81756632014,6569.42341963074,6.12773634094006e-06,0.040255694627494,0,0
2024,1,6014,46.4500669841286,-84.2644928571381,19.7070465113,21,2,551.459018776358,1741.68533830399,10867.6285321015,1.14240901016614e-05,0.124152767542115,0,0
2024,1,366,46.5102680555583,-84.2472544444417,12.4830503335,12,1,461.643380935132,1599.17958151504,5762.71756034037,5.80331984068959e-06,0.0334428931542136,0,0
2024,1,24,46.5287776470588,-84.1272558823588,18.6177090826,17,1,434.435253401205,1791.22243726514,8088.18916304925,0.000246027095973061,1.98991369146579,0,0
2024,1,132,46.5176977381,-84.2387840476286,12.9645539405,14,1,422.188790772804,1579.68580760822,5473.48935104849,1.31405091626883e-05,0.0719244369693294,0,0
2024,1,40,46.4400927083375,-84.2578487500062,15.3234342785,16,1,415.840603001406,1663.36241200562,6372.10615042386,0.000122464879581485,0.780359212392099,0,0
2024,1,8,46.4949569047643,-84.2878766666643,14.4915342642,14,1,382.477211324271,1431.09868302416,5542.68161318134,2.7873742121618e-06,0.015449527794805,0,0
2024,1,7006,46.4572621111133,-84.2806659999933,15.8375029703,15,1,358.918842394905,1390.08669923551,5684.37823252594,2.51858227362471e-06,0.014316574253018,0,0
2024,1,39,46.4691981111133,-84.29014244444,15.8678816724,15,1,353.229283639043,1368.05113292679,5605.00047601095,1.71411775784946e-06,0.00960763084868505,0,0
2024,1,2,46.4932666667,-84.2748433333,2.8166927285,2,0,0,0,0,NA,0,NA,0
2024,1,7008,46.43486875,-84.26140666665,13.0176524897,4,0,0,0,0,NA,0,NA,0
2024,1,7002,46.49780233334,-84.32725733332,5.53818445453,5,0,0,0,0,NA,0,NA,0
2024,1,27,46.51023933336,-84.34462566666,4.32900875487,5,0,0,0,0,NA,0,NA,0
2024,1,37,46.53178444445,-84.1391322222,7.93582516221,6,0,0,0,0,NA,0,NA,0
2024,1,5,46.4916472222333,-84.2839972222167,6.32677310875,6,0,0,0,0,NA,0,NA,0
2024,1,7004,46.49204,-84.3015441666667,6.16178522844,6,0,0,0,0,NA,0,NA,0
2024,1,7005,46.4963722222333,-84.2622938888833,5.23928496082,6,0,0,0,0,NA,0,NA,0
2024,1,171,46.4610904761857,-84.2792097619143,7.10892429768,7,0,0,0,0,NA,0,NA,0
2024,1,531,46.5247818518444,-84.2370138888889,10.9565905143,9,0,0,0,0,NA,0,NA,0
2024,1,18,46.52383133332,-84.10988916668,11.8107726292,10,0,0,0,0,NA,0,NA,0
2024,1,156,46.48678866666,-84.28815833334,11.6789810861,10,0,0,0,0,NA,0,NA,0
2024,1,131,46.51548183332,-84.24200716668,11.6441116556,10,0,0,0,0,NA,0,NA,0
2024,1,7001,46.5008263636273,-84.3227715151545,11.5174640298,11,0,0,0,0,NA,0,NA,0
2024,1,45,46.5189731944417,-84.2420356944417,13.5340058586,12,0,0,0,0,NA,0,NA,0
2024,1,7003,46.4946880555667,-84.3179495833333,12.7594194994,12,0,0,0,0,NA,0,NA,0
2024,1,153,46.4904072222167,-84.288854166675,10.8153694246,12,0,0,0,0,NA,0,NA,0
2024,1,21,46.49335125,-84.2793879166833,10.5331187206,12,0,0,0,0,NA,0,NA,0
2024,1,22,46.5033187179538,-84.326275,15.0406207007,13,0,0,0,0,NA,0,NA,0
2024,1,4003,46.4438135897538,-84.2620585897385,12.8782208766,13,0,0,0,0,NA,0,NA,0
2024,1,12,46.5088345238,-84.2442324999929,15.8965223301,14,0,0,0,0,NA,0,NA,0
2024,1,365,46.5079220238143,-84.2490472619214,14.2393451991,14,0,0,0,0,NA,0,NA,0
2024,1,32,46.4360191666687,-84.2585808333313,15.8548800166,16,0,0,0,0,NA,0,NA,0
2024,1,155,46.4862103921647,-84.2927917647059,17.2156889419,17,0,0,0,0,NA,0,NA,0
2024,1,7007,46.443231833325,-84.26889125001,19.7803932298,20,0,0,0,0,NA,0,NA,0
2024,1,6043,46.530396597225,-84.1866491666625,23.593737979,24,0,0,0,0,NA,0,NA,0
